compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
propionate	2017-10-05_045.lcd	HPLC_HF5.PlateA	HF5.PlateA-C11	Unknown	-----	18.586	7392	296	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.275	18.925	9308.072	16.115	62053.813	--	--	2.664	1.809	1.19	0.2342	0.1335	0.771	0	0	0	1.185	*
propionate	2017-10-05_046.lcd	HPLC_HF5.PlateA	HF5.PlateA-C12	Unknown	-----	18.545	10232	512	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.233	18.967	18498.128	8.109	123320.852	1.19	1.176	2.519	2.236	1.113	0.4026	0.2446	0.545	0.614	0.557	0.321	1.182	*
propionate	2017-10-05_047.lcd	HPLC_HF5.PlateA	HF5.PlateA-D01	Unknown	-----	18.545	6389	322	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.933	18644.899	8.045	124299.325	1.209	1.201	3.1	2.218	1.112	0.2342	0.1484	0.543	0.591	0.545	0.321	1.182	*
propionate	2017-10-05_048.lcd	HPLC_HF5.PlateA	HF5.PlateA-D02	Unknown	-----	18.545	9316	478	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.942	19647.929	7.634	130986.193	1.214	1.2	2.59	2.236	1.116	0.3625	0.2286	0.529	0.593	0.541	0.313	1.182	*
propionate	2017-10-05_049.lcd	HPLC_HF5.PlateA	HF5.PlateA-D03	Unknown	-----	18.557	4770	255	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.3	18.9	20935.965	7.165	139573.101	1.216	1.213	3.372	2.272	1.172	0.1817	0.1199	0.513	0.54	0.502	0.305	1.183	*
propionate	2017-10-05_050.lcd	HPLC_HF5.PlateA	HF5.PlateA-D04	Unknown	-----	18.577	2951	158	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.317	18.9	20872.852	7.186	139152.349	1.174	1.182	3.29	1.802	1.187	0.0971	0.0695	0.514	0.529	0.497	0.308	1.183	*
propionate	2017-10-05_051.lcd	HPLC_HF5.PlateA	HF5.PlateA-D05	Unknown	-----	18.573	1462	75	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.317	18.875	20455.048	7.333	136366.985	1.149	1.163	5.025	2.287	1.288	0.0544	0.0345	0.519	0.513	0.488	0.318	1.184	*
propionate	2017-10-05_052.lcd	HPLC_HF5.PlateA	HF5.PlateA-D06	Unknown	-----	18.552	4742	253	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.933	20926.834	7.168	139512.226	1.215	1.202	3.176	1.803	1.187	0.1443	0.1098	0.513	0.562	0.515	0.304	1.182	*
propionate	2017-10-05_053.lcd	HPLC_HF5.PlateA	HF5.PlateA-D07	Unknown	-----	18.566	1308	72	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.333	18.85	23154.523	6.478	154363.486	1.158	1.167	4.953	2.836	1.266	0.0404	0.0312	0.488	0.479	0.457	0.297	1.184	*
propionate	2017-10-05_054.lcd	HPLC_HF5.PlateA	HF5.PlateA-D08	Unknown	-----	18.559	3135	165	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.292	18.9	19748.301	7.596	131655.338	1.2	1.205	3.158	2.294	1.171	0.106	0.077	0.528	0.545	0.508	0.312	1.182	*
propionate	2017-10-05_055.lcd	HPLC_HF5.PlateA	HF5.PlateA-D09	Unknown	-----	18.565	2002	109	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.317	18.867	22470.719	6.675	149804.794	1.157	1.17	5.486	1.805	1.316	0.0633	0.0496	0.495	0.506	0.477	0.301	1.183	*
propionate	2017-10-05_056.lcd	HPLC_HF5.PlateA	HF5.PlateA-D10	Unknown	-----	18.586	2286	128	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.333	18.858	22760.07	6.59	151733.801	1.089	1.1	3.428	1.808	1.189	0.0773	0.0582	0.493	0.481	0.457	0.298	1.184	*
propionate	2017-10-05_057.lcd	HPLC_HF5.PlateA	HF5.PlateA-D11	Unknown	-----	18.571	2326	126	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.317	18.867	21616.662	6.939	144111.083	1.124	1.132	3.213	1.978	1.18	0.0925	0.0618	0.505	0.506	0.476	0.303	1.183	*
propionate	2017-10-05_058.lcd	HPLC_HF5.PlateA	HF5.PlateA-D12	Unknown	-----	18.561	7152	357	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.967	18242.048	8.223	121613.652	1.202	1.187	2.482	2.259	1.116	2.7365	2.4379	0.55	0.607	0.555	0.324	1.182	*
propionate	2017-10-05_059.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_060.lcd	40 mM Mix	STD-0111	Unknown	-----	18.505	467142	18513	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	17.5	19.158	13200.016	11.364	88000.104	0.984	1.018	2.063	1.896	1.11	2.4013	2.2093	0.644	0.916	0.752	0.373	1.18	*
propionate	2017-10-05_061.lcd	20 mM Mix	STD-0112	Unknown	-----	18.519	216791	8729	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	17.558	19.108	13584.384	11.042	90562.563	0.993	1.023	4.787	1.898	1.304	2.2723	2.1039	0.636	0.899	0.735	0.369	1.18	*
propionate	2017-10-05_062.lcd	10 mM Mix	STD-0113	Unknown	-----	18.53	96941	4001	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	17.6	19.075	14093.564	10.643	93957.095	1.042	1.057	4.846	1.902	1.305	2.0513	1.9294	0.624	0.862	0.708	0.363	1.181	*
propionate	2017-10-05_063.lcd	5 mM Mix	STD-0114	Unknown	-----	18.533	47280	2027	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	17.667	19.033	14865.946	10.09	99106.308	--	--	4.927	1.911	1.305	1.974	1.9323	0.608	0	0.677	0.354	1.181	*
propionate	2017-10-05_064.lcd	2.5 mM Mix	STD-0115	Unknown	-----	18.54	22623	992	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.175	19.008	15386.261	9.749	102575.075	--	--	4.99	1.628	1.33	1.8833	1.8828	0.598	0	0	0.35	1.181	*
propionate	2017-10-05_065.lcd	1 mM Mix	STD-0116	Unknown	-----	18.557	10433	443	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.233	18.942	13636.292	11	90908.614	--	--	4.884	1.63	1.332	2.1098	1.98	0.636	0	0	0.374	1.183	*
propionate	2017-10-05_066.lcd	0.5 mM Mix	STD-0117	Unknown	-----	18.576	7420	296	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.267	18.908	8730.829	17.18	58205.529	--	--	4.347	1.633	1.335	3.054	2.6964	0.795	0	0	0	1.184	*
propionate	2017-10-05_067.lcd	0.25 mM Mix	STD-0118	Unknown	-----	18.607	5364	226	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.292	18.867	5321.338	28.188	35475.584	--	--	3.751	1.636	1.336	3.8227	3.6192	1.02	0	0	0	1.185	*
propionate	2017-10-05_068.lcd	0.1 mM Mix	STD-0119	Unknown	-----	18.63	4769	198	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.3	18.858	1750.33	85.698	11668.867	--	--	2.578	1.64	1.34	6.6883	6.369	1.781	0	0	0	1.187	*
propionate	2017-10-05_069.lcd	HPLC_HF5.PlateA	HF5.PlateA-E01	Unknown	-----	18.555	6907	351	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.275	18.942	18994.217	7.897	126628.115	1.239	1.23	2.501	2.255	1.116	2.9776	2.6794	0.539	0.588	0.542	0.318	1.183	*
propionate	2017-10-05_070.lcd	HPLC_HF5.PlateA	HF5.PlateA-E02	Unknown	-----	18.616	2178	111	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.35	18.908	20367.184	7.365	135781.225	1.099	1.113	3.314	2.271	1.177	0.1319	0.0804	0.522	0.514	0.488	0.325	1.186	*
propionate	2017-10-05_071.lcd	HPLC_HF5.PlateA	HF5.PlateA-E03	Unknown	-----	18.556	6944	351	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.267	18.958	18784.299	7.985	125228.662	1.224	1.208	2.95	1.895	1.184	2.2368	1.9762	0.542	0.6	0.547	0.319	1.183	*
propionate	2017-10-05_072.lcd	HPLC_HF5.PlateA	HF5.PlateA-E04	Unknown	-----	18.582	1600	90	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.367	18.858	24855.69	6.035	165704.6	1.162	1.172	5.879	1.974	1.306	0.1036	0.0697	0.471	0.464	0.44	0.293	1.184	*
propionate	2017-10-05_073.lcd	HPLC_HF5.PlateA	HF5.PlateA-E05	Unknown	-----	18.562	2266	118	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.3	18.875	19652.902	7.632	131019.349	1.154	1.159	3.275	1.889	1.186	0.3153	0.4379	0.53	0.526	0.498	0.32	1.183	*
propionate	2017-10-05_074.lcd	HPLC_HF5.PlateA	HF5.PlateA-E06	Unknown	-----	18.375	13	-3	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.367	18.5	416537.722	0.36	2776918.146	--	--	3.884	1.799	1.167	0.001	-0.0034	0.114	0	0	0	1.17	*
propionate	2017-10-05_075.lcd	HPLC_HF5.PlateA	HF5.PlateA-E07	Unknown	-----	18.578	2003	102	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.325	18.917	18354.515	8.172	122363.435	1.225	1.233	3.725	1.973	1.189	0.1372	0.0854	0.549	0.542	0.512	0.323	1.184	*
propionate	2017-10-05_076.lcd	HPLC_HF5.PlateA	HF5.PlateA-E08	Unknown	-----	18.558	9009	384	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.967	14129.214	10.616	94194.759	--	--	3.042	1.979	1.183	0.3287	0.1805	0.624	0	0	0.366	1.182	*
propionate	2017-10-05_077.lcd	HPLC_HF5.PlateA	HF5.PlateA-E09	Unknown	-----	18.551	10093	490	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.233	18.975	17397.699	8.622	115984.661	1.191	1.175	2.369	2.459	1.112	0.3768	0.2343	0.563	0.63	0.573	0.331	1.182	*
propionate	2017-10-05_078.lcd	HPLC_HF5.PlateA	HF5.PlateA-E10	Unknown	-----	18.549	8364	405	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.25	18.958	17416.957	8.612	116113.046	1.221	1.21	2.469	1.898	1.124	2.5265	2.2503	0.562	0.62	0.569	0.332	1.182	*
propionate	2017-10-05_079.lcd	HPLC_HF5.PlateA	HF5.PlateA-E11	Unknown	-----	18.543	6949	339	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.95	17425.566	8.608	116170.441	1.203	1.189	2.463	1.898	1.122	2.9844	2.6794	0.562	0.617	0.566	0.331	1.182	*
propionate	2017-10-05_080.lcd	HPLC_HF5.PlateA	HF5.PlateA-E12	Unknown	-----	18.548	1651	76	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.292	18.958	16432.16	9.128	109547.732	1.342	1.346	3.422	2.848	1.266	0.0551	0.035	0.579	0.599	0.564	0.351	1.184	*
propionate	2017-10-05_081.lcd	HPLC_HF5.PlateA	HF5.PlateA-F01	Unknown	-----	18.609	1856	93	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.333	18.925	18817.533	7.971	125450.219	1.122	1.126	5.349	2.83	1.271	0.0587	0.0422	0.543	0.542	0.513	0.332	1.187	*
propionate	2017-10-05_082.lcd	HPLC_HF5.PlateA	HF5.PlateA-F02	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_083.lcd	HPLC_HF5.PlateA	HF5.PlateA-F03	Unknown	-----	18.548	4044	218	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.875	21207.546	7.073	141383.639	1.178	1.179	3.125	2.276	1.17	0.152	0.1034	0.509	0.53	0.495	0.302	1.182	*
propionate	2017-10-05_084.lcd	HPLC_HF5.PlateA	HF5.PlateA-F04	Unknown	-----	18.539	3723	188	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.9	18481.509	8.116	123210.06	1.18	1.184	3.015	1.801	1.185	0.1203	0.0835	0.545	0.576	0.536	0.324	1.182	*
propionate	2017-10-05_085.lcd	HPLC_HF5.PlateA	HF5.PlateA-F05	Unknown	-----	18.538	3250	167	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.267	18.875	18975.205	7.905	126501.369	1.161	1.168	3.053	1.801	1.186	0.1122	0.0756	0.538	0.555	0.52	0.32	1.182	*
propionate	2017-10-05_086.lcd	HPLC_HF5.PlateA	HF5.PlateA-F06	Unknown	-----	18.56	1839	100	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.317	18.858	21800.981	6.88	145339.871	1.181	1.2	3.152	2.881	1.159	0.0581	0.0442	0.503	0.496	0.47	0.307	1.183	*
propionate	2017-10-05_087.lcd	HPLC_HF5.PlateA	HF5.PlateA-F07	Unknown	-----	18.553	3188	166	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.9	18960.99	7.911	126406.601	1.197	1.201	3.064	2.323	1.169	0.1041	0.0767	0.539	0.554	0.517	0.315	1.182	*
propionate	2017-10-05_088.lcd	HPLC_HF5.PlateA	HF5.PlateA-F08	Unknown	-----	18.555	3416	177	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.292	18.875	19780.205	7.583	131868.034	1.157	1.167	3.146	1.975	1.18	0.1358	0.0848	0.528	0.534	0.502	0.317	1.183	*
propionate	2017-10-05_089.lcd	HPLC_HF5.PlateA	HF5.PlateA-F09	Unknown	-----	18.561	3056	164	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.3	18.858	20797.171	7.213	138647.808	1.122	1.132	3.12	1.806	1.188	0.0954	0.0735	0.515	0.512	0.484	0.309	1.183	*
propionate	2017-10-05_090.lcd	HPLC_HF5.PlateA	HF5.PlateA-F10	Unknown	-----	18.544	9626	475	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.225	18.983	17940.92	8.361	119606.135	1.169	1.155	1.105	2.265	1.042	0.3525	0.2208	0.554	0.624	0.566	0.327	1.181	*
propionate	2017-10-05_091.lcd	HPLC_HF5.PlateA	HF5.PlateA-F11	Unknown	-----	18.539	16431	779	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.208	19	16741.055	8.96	111607.032	1.209	1.189	2.451	1.888	1.123	6.0225	5.4199	0.573	0.656	0.592	0.338	1.181	*
propionate	2017-10-05_092.lcd	HPLC_HF5.PlateA	HF5.PlateA-F12	Unknown	-----	18.55	7084	350	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.933	17973.421	8.346	119822.804	1.196	1.191	0.964	2.322	1.052	0.2699	0.1668	0.553	0.595	0.549	0.328	1.182	*
propionate	2017-10-05_093.lcd	HPLC_HF5.PlateA	HF5.PlateA-G01	Unknown	-----	18.534	6254	315	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.267	18.908	18154.936	8.262	121032.907	1.19	1.176	1.009	2.331	1.056	0.2144	0.1416	0.55	0.585	0.541	0.326	1.181	*
propionate	2017-10-05_094.lcd	HPLC_HF5.PlateA	HF5.PlateA-G02	Unknown	-----	18.536	3830	192	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.883	18143.985	8.267	120959.899	1.176	1.182	5.143	1.88	1.307	0.3912	0.5271	0.55	0.565	0.528	0.329	1.181	*
propionate	2017-10-05_095.lcd	HPLC_HF5.PlateA	HF5.PlateA-G03	Unknown	-----	18.548	4611	232	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.267	18.908	18635.256	8.049	124235.037	1.177	1.172	5.171	2.304	1.283	0.1698	0.1092	0.543	0.576	0.534	0.323	1.182	*
propionate	2017-10-05_096.lcd	HPLC_HF5.PlateA	HF5.PlateA-G04	Unknown	-----	18.538	8954	430	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.225	18.967	16958.542	8.845	113056.947	1.202	1.187	0.936	1.986	1.057	0.3328	0.1997	0.569	0.634	0.577	0.336	1.182	*
propionate	2017-10-05_097.lcd	HPLC_HF5.PlateA	HF5.PlateA-G05	Unknown	-----	18.557	1620	77	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.258	18.933	17358.367	8.641	115722.443	1.278	1.263	5.248	2.288	1.322	0.0436	0.0338	0.563	0.575	0.541	0.341	1.204	*
propionate	2017-10-05_098.lcd	HPLC_HF5.PlateA	HF5.PlateA-G06	Unknown	-----	18.546	1199	69	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.283	18.808	25161.482	5.961	167743.215	1.124	1.133	5.86	2.288	1.321	0.0331	0.0301	0.468	0.454	0.433	0.287	1.203	*
propionate	2017-10-05_099.lcd	HPLC_HF5.PlateA	HF5.PlateA-G07	Unknown	-----	18.565	1988	88	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	L  	18.3	19	14931.792	10.046	99545.278	1.312	1.305	5.18	2.835	1.298	0.0565	0.0394	0.608	0.624	0.588	0.368	1.204	*
propionate	2017-10-05_100.lcd	HPLC_HF5.PlateA	HF5.PlateA-G08	Unknown	-----	18.554	1276	70	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.342	18.867	22469.269	6.676	149795.128	1.242	1.243	5.204	2.876	1.295	0.0357	0.0312	0.495	0.497	0.473	0.301	1.203	*
propionate	2017-10-05_101.lcd	HPLC_HF5.PlateA	HF5.PlateA-G09	Unknown	-----	18.511	333	33	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.35	18.633	69622.763	2.154	464151.756	0.944	0.964	6.765	2.284	1.317	0.0094	0.0149	0.281	0.252	0.239	0.15	1.201	*
propionate	2017-10-05_102.lcd	HPLC_HF5.PlateA	HF5.PlateA-G10	Unknown	-----	18.533	2137	116	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.275	18.825	21761.685	6.893	145077.903	1.128	1.14	4.798	2.864	1.292	0.0633	0.0518	0.503	0.499	0.471	0.303	1.201	*
propionate	2017-10-05_103.lcd	HPLC_HF5.PlateA	HF5.PlateA-G11	Unknown	-----	18.559	3218	172	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.292	18.85	20545.994	7.301	136973.295	1.097	1.111	5.339	1.888	1.31	0.3864	0.5578	0.518	0.511	0.483	0.312	1.183	*
propionate	2017-10-05_104.lcd	HPLC_HF5.PlateA	HF5.PlateA-G12	Unknown	-----	18.536	15754	745	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.217	18.983	16553.717	9.061	110358.113	1.211	1.196	0.786	2.256	1.06	6.1827	5.627	0.576	0.652	0.593	0.339	1.181	*
propionate	2017-10-05_105.lcd	HPLC_HF5.PlateA	HF5.PlateA-H01	Unknown	-----	18.539	5569	270	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.933	17312.539	8.664	115416.929	1.209	1.203	0.98	1.986	1.055	0.2018	0.1247	0.564	0.606	0.56	0.335	1.182	*
propionate	2017-10-05_106.lcd	HPLC_HF5.PlateA	HF5.PlateA-H02	Unknown	-----	18.523	42287	1871	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.092	19.05	14685.946	10.214	97906.307	1.139	1.131	2.214	1.863	1.125	8.0299	6.511	0.611	0.725	0.646	0.357	1.181	*
propionate	2017-10-05_107.lcd	HPLC_HF5.PlateA	HF5.PlateA-H03	Unknown	-----	18.542	1787	86	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.908	16901.139	8.875	112674.262	1.25	1.255	4.901	1.897	1.308	0.7411	0.6551	0.571	0.57	0.536	0.344	1.182	*
propionate	2017-10-05_108.lcd	HPLC_HF5.PlateA	HF5.PlateA-H04	Unknown	-----	18.549	2013	98	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.925	17705.351	8.472	118035.67	1.216	1.207	4.935	2.876	1.263	0.2473	0.2941	0.558	0.576	0.535	0.335	1.183	*
propionate	2017-10-05_109.lcd	HPLC_HF5.PlateA	HF5.PlateA-H05	Unknown	-----	18.554	1157	66	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.317	18.817	24697.085	6.074	164647.232	1.099	1.114	5.406	2.872	1.264	0.1601	0.2211	0.472	0.464	0.44	0.287	1.183	*
propionate	2017-10-05_110.lcd	HPLC_HF5.PlateA	HF5.PlateA-H06	Unknown	-----	18.523	22550	1047	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.15	19	16069.13	9.335	107127.533	1.145	1.133	2.33	2.216	1.117	7.7287	6.6999	0.585	0.677	0.608	0.343	1.181	*
propionate	2017-10-05_111.lcd	HPLC_HF5.PlateA	HF5.PlateA-H07	Unknown	-----	18.541	2216	121	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.825	22742.975	6.595	151619.831	1.103	1.116	5.435	1.891	1.308	0.311	0.4552	0.492	0.495	0.467	0.304	1.182	*
propionate	2017-10-05_112.lcd	HPLC_HF5.PlateA	HF5.PlateA-H08	Unknown	-----	18.537	2058	116	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.283	18.808	23381.295	6.415	155875.301	1.078	1.089	5.472	1.885	1.309	0.2647	0.3815	0.485	0.482	0.456	0.291	1.182	*
propionate	2017-10-05_113.lcd	HPLC_HF5.PlateA	HF5.PlateA-H09	Unknown	-----	18.524	11644	559	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.192	18.95	16934.554	8.858	112897.029	1.165	1.156	2.892	1.87	1.183	3.9779	3.3647	0.569	0.638	0.58	0.335	1.181	*
propionate	2017-10-05_114.lcd	HPLC_HF5.PlateA	HF5.PlateA-H10	Unknown	-----	18.528	8001	389	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.217	18.933	17252.148	8.695	115014.321	1.185	1.176	3.286	1.872	1.178	3.8646	3.3533	0.564	0.621	0.57	0.333	1.181	*
propionate	2017-10-05_115.lcd	HPLC_HF5.PlateA	HF5.PlateA-H11	Unknown	-----	18.533	6501	318	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.242	18.908	17469.372	8.586	116462.482	1.198	1.196	0.934	2.248	1.054	0.2403	0.1495	0.561	0.594	0.551	0.333	1.182	*
propionate	2017-10-05_116.lcd	HPLC_HF5.PlateA	HF5.PlateA-H12	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_117.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
propionate	2017-10-05_118.lcd	40 mM Mix	STD-0111	Unknown	-----	18.495	469617	17850	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	17.5	19.175	12376.765	12.119	82511.764	1.061	1.087	0.999	1.892	1.111	2.4136	2.1893	0.665	0.977	0.793	0.384	1.18	*
propionate	2017-10-05_119.lcd	20 mM Mix	STD-0112	Unknown	-----	18.509	216434	8432	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	17.542	19.125	12785.314	11.732	85235.43	1.075	1.088	4.634	1.892	1.304	2.2718	2.083	0.655	0.943	0.766	0.379	1.18	*
propionate	2017-10-05_120.lcd	10 mM Mix	STD-0113	Unknown	-----	18.514	99606	3974	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	17.642	19.083	13195.791	11.367	87971.941	1.165	1.123	4.69	1.896	1.305	2.047	1.8988	0.645	0.929	0.743	0.374	1.18	*
propionate	2017-10-05_121.lcd	5 mM Mix	STD-0114	Unknown	-----	18.521	47048	1973	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.067	19.042	13910.753	10.783	92738.353	--	--	4.762	1.905	1.305	1.9706	1.9231	0.628	0	0.715	0.366	1.181	*
propionate	2017-10-05_122.lcd	2.5 mM Mix	STD-0115	Unknown	-----	18.528	24332	999	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.15	18.992	13483.058	11.125	89887.05	--	--	4.743	1.627	1.329	2.0171	1.9349	0.638	0	0	0.373	1.181	*
propionate	2017-10-05_123.lcd	1 mM Mix	STD-0116	Unknown	-----	18.533	7899	378	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.217	18.942	16867.477	8.893	112449.845	1.189	1.179	5.041	1.628	1.33	1.6282	1.7631	0.571	0.627	0.574	0.337	1.182	*
propionate	2017-10-05_124.lcd	0.5 mM Mix	STD-0117	Unknown	-----	18.538	3900	199	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.258	18.883	19019.489	7.887	126796.591	1.166	1.169	5.256	1.628	1.33	1.6627	1.8904	0.538	0.562	0.525	0.321	1.182	*
propionate	2017-10-05_125.lcd	0.25 mM Mix	STD-0118	Unknown	-----	18.552	2631	139	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.275	18.858	20501.274	7.317	136675.161	1.104	1.113	5.361	1.629	1.331	2.0171	2.3626	0.518	0.53	0.497	0.309	1.182	*
propionate	2017-10-05_126.lcd	0.1 mM Mix	STD-0119	Unknown	-----	18.559	1149	106	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	18.292	18.592	4862.005	30.851	32413.367	--	--	3.55	1.63	1.333	1.845	3.5939	1.065	0	0	0	1.183	*
succinate	2017-10-05_000.lcd	No injection	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
succinate	2017-10-05_001.lcd	40 mM Mix	STD-0111	Unknown	-----	12.327	1050510	54166	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.642	12.675	9773.158	15.348	65154.384	--	--	3.515	0.949	1.592	5.3704	6.2993	0.499	0	0	0.288	0.786	*
succinate	2017-10-05_002.lcd	20 mM Mix	STD-0112	Unknown	-----	12.335	518657	26505	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.667	12.683	9592.124	15.638	63947.494	--	--	2.311	0.934	1.168	5.4045	6.2761	0.504	0	0	0.29	0.786	*
succinate	2017-10-05_003.lcd	10 mM Mix	STD-0113	Unknown	-----	12.337	262867	13520	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	11.7	12.683	9729.423	15.417	64862.821	--	--	2.079	0.94	1.168	5.4989	6.3346	0.5	0	0	0.289	0.786	*
