"COMP_ID","PATHWAY.SORTORDER","BIOCHEMICAL","SUPERPATHWAY","SUBPATHWAY","PLATFORM","CHEMICAL_ID","RI","MASS","PUBCHEM","CAS","KEGG","HMDB","dir","dir_noFMT","dir_hFMT","dir_healthy"
35628,2671,"1-oleoyl-GPE (18:1)","Lipid","Lysophospholipid","LC/MS Pos Late",100001569,1554,480.3085,"9547071","89576-29-4","","HMDB0011506","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
35630,4897,"ferulate","Xenobiotics","Food Component/Plant","LC/MS Neg",100001542,1755,193.0506,"445858","537-98-4","C01494","HMDB0000954","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
35631,2662,"1-palmitoyl-GPE (16:0)","Lipid","Lysophospholipid","LC/MS Pos Late",100001567,1544,454.2928,"9547069","53862-35-4","","HMDB0011503","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
35632,4567,"2-(4-hydroxyphenyl)propionate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100001622,1797.3,165.0557,"102526","938-96-5","C03080","HMDB0041683","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
35635,4568,"3-(3-hydroxyphenyl)propionate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100001624,1980,165.0557,"91","621-54-5","C11457","HMDB0000375","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
35637,576,"cysteinylglycine","Amino Acid","Glutathione Metabolism","LC/MS Pos Early",278,2132,179.0485,"439498","19246-18-5","C01419","HMDB0000078","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
35639,4749,"vanillate","Xenobiotics","Food Component/Plant","LC/MS Neg",100001634,1100,167.035,"8468","121-34-6","C06672","HMDB0000484","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
35649,1257,"sedoheptulose-7-phosphate","Carbohydrate","Pentose Phosphate Pathway","LC/MS Neg",100001628,599.6,289.033,"616","2646-35-7","C05382","HMDB0001068","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
35651,6151,"ectoine","Xenobiotics","Chemical","LC/MS Pos Early",100001635,1980,143.0815,"126041","96702-03-3","C06231","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
35653,4812,"afromosin","Xenobiotics","Food Component/Plant","LC/MS Pos Late",100001648,991,299.0914,"5281704","550-79-8","C10199","HMDB0039245","Down in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
35657,4908,"formononetin","Xenobiotics","Food Component/Plant","LC/MS Neg",100001632,4531,267.0663,"5280378","485-72-3","C00858","HMDB0005808","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
35665,55,"N-acetyl-aspartyl-glutamate (NAAG)","Amino Acid","Glutamate Metabolism","LC/MS Neg",100001612,575.3,303.0834,"188803","3106-85-2","C12270","HMDB0001067","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
35669,1691,"tetradecanedioate (C14)","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100001613,3985,257.1758,"13185","821-38-5","","HMDB0000872","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
35675,1968,"2-hydroxypalmitate","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100001579,5511.2,271.2279,"12575964;92836;11065598","764-67-0","","HMDB0031057","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
35678,1695,"hexadecanedioate (C16)","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100001614,4615,285.2071,"10459","505-54-4","C19615","HMDB0000672","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
35718,1572,"dihomolinolenate (20:3n3 or 3n6)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",100001739,5596,305.2486,"5280581","17046-59-2","C03242","HMDB0002925","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
35879,4992,"pheophorbide A","Xenobiotics","Food Component/Plant","LC/MS Pos Late",100001689,1562,593.2759,"253193","15664-29-6","C18021","","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
35892,4485,"""2,4,6-trihydroxybenzoate""","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100001718,1574,169.0142,"66520","83-30-7","","HMDB0029649","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36103,4549,"p-cresol sulfate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100001315,2890,187.0071,"4615423","3233-57-7","","HMDB0011635","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36594,2725,"1-linoleoyl-GPI* (18:2)*","Lipid","Lysophospholipid","LC/MS Neg",100001778,5494,595.2889,"11124828","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
36600,2673,"1-linoleoyl-GPE (18:2)*","Lipid","Lysophospholipid","LC/MS Pos Late",100001570,1482,478.2928,"52925130","","","HMDB0011507","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
36659,818,"glycylisoleucine","Peptide","Dipeptide","LC/MS Pos Early",100001790,3002,189.1234,"259613","19461-38-2","","HMDB0028844","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36713,1435,"N6-carboxymethyllysine","Carbohydrate","Advanced Glycation End-product","LC/MS Pos Early",100001768,2500,205.1183,"123800","4/3/46","","HMDB0240347","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36746,395,"2-hydroxy-3-methylvalerate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Neg",100001541,1800,131.0714,"164623","488-15-3","","HMDB0000317","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36747,1931,"deoxycarnitine","Lipid","Carnitine Metabolism","LC/MS Pos Early",100001662,2052,146.1176,"22620","6249-56-5","C01181","HMDB0001161","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
36751,106,"N2-acetyllysine","Amino Acid","Lysine Metabolism","LC/MS Polar",100001721,3372.6,187.1088,"92907","1946-82-3","C12989","HMDB0000446","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
36752,107,"N6-acetyllysine","Amino Acid","Lysine Metabolism","LC/MS Polar",100001734,2612.6,187.1088,"92832","692-04-6","C02727","HMDB0000206","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36764,4692,"3-dehydroshikimate","Xenobiotics","Food Component/Plant","LC/MS Polar",100001679,1962,171.0299,"439774","2922-42-1","C02637","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
36768,1803,"valerylglycine (C5)","Lipid","Fatty Acid Metabolism (Acyl Glycine)","LC/MS Neg",100001451,2071,158.0823,"4737557","24003-66-5","","HMDB0000927","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
36770,5178,"4-hydroxycinnamate","Xenobiotics","Food Component/Plant","LC/MS Neg",100001675,1457,163.0401,"637542","501-98-4","C00811","HMDB0002035","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
36774,4887,"equol","Xenobiotics","Food Component/Plant","LC/MS Neg",100001725,4565,241.087,"91469","531-95-3;94105-90-5","C14131","HMDB0002209","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
36776,3205,"7-HOCA","Lipid","Sterol","LC/MS Neg",100001609,5288.1,429.301,"3081085","115538-85-7","C17337","HMDB0012458","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36807,3491,"6-beta-hydroxylithocholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100001625,4830,391.2854,"5283821","668-49-5","C15515","HMDB0000811","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
36808,498,"dimethylarginine (ADMA + SDMA)","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Pos Early",100001810,2850,203.1503,"123831;169148","102783-24-4","""C21189,C03626""","""HMDB0003334,HMDB0001539""","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
36810,2585,"1-stearoyl-GPA (18:0)","Lipid","Lysophospholipid","LC/MS Neg",100001670,5829,437.2674,"89567","325465-92-7;799268-65-8","","HMDB0062319","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
36812,2586,"1-oleoylglycerophosphate (18:1)","Lipid","Lysophospholipid","LC/MS Pos Late",100001671,1635,437.2663,"5497152","325465-93-8","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37058,1447,"succinylcarnitine (C4-DC)","Energy","TCA Cycle","LC/MS Pos Early",100001948,2291,262.1285,"71464481","256928-74-2","","HMDB0061717","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
37069,32,"N-methylalanine","Amino Acid","Alanine and Aspartate Metabolism","LC/MS Pos Early",100001823,1580,104.0706,"4377","600-21-5","C02721","HMDB0094692","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37070,4282,"methylphosphate","Nucleotide","Purine and Pyrimidine Metabolism","LC/MS Pos Early",100001805,544,112.9998,"13130","7023-27-0","","HMDB61711","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37073,1958,"alpha-hydroxycaproate","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100001723,1920,131.0714,"99824","6064-63-7","","HMDB0001624","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
37076,11,"N-acetylserine","Amino Acid","""Glycine, Serine and Threonine Metabolism""","LC/MS Polar",100001851,2000,146.0459,"65249","97-14-3","","HMDB0002931","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37086,2203,"pinitol","Lipid","Inositol Metabolism","LC/MS Polar",100001860,2039.6,239.0772,"164619","10284-63-6","C03844","HMDB0034219","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
37091,5069,"syringic acid","Xenobiotics","Food Component/Plant","LC/MS Neg",100001919,1450,197.0455,"10742","530-57-4","C10833","HMDB0002085","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
37093,663,"alanylleucine","Peptide","Dipeptide","LC/MS Pos Early",100001890,3055,203.139,"259583","1638-60-4","","HMDB0028691","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
37100,740,"cyclo(glu-glu)","Peptide","Dipeptide","LC/MS Pos Early",100001947,1106,259.0925,"7408480","16691-00-2","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
37112,2202,"chiro-inositol","Lipid","Inositol Metabolism","LC/MS Polar",100001859,3191.2,225.0616,"","643-12-9","C19891","HMDB0240209","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
37113,4804,"6-hydroxydaidzein","Xenobiotics","Food Component/Plant","LC/MS Pos Early",100001825,2990,271.0601,"5284649","17817-31-1","C14314","HMDB0031715","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
37123,1434,"N-glycolylneuraminate","Carbohydrate","Aminosugar Metabolism","LC/MS Pos Early",100001491,636,326.1082,"123802","1113-83-3","C03410","HMDB0000833","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
37132,1337,"verbascose","Carbohydrate","Disaccharides and Oligosaccharides","LC/MS Neg",100001864,935,827.2674,"441434","546-62-3","C08252","","Down in cleared","Down in mFMT","Up in mFMT","Up in mFMT"
37137,4216,"""uridine-2',3'-cyclic monophosphate""","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","LC/MS Neg",75,1090,305.018,"439715","40632-52-8","C02355","HMDB0011640","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37139,4178,"""guanosine-2',3'-cyclic monophosphate""","Nucleotide","""Purine Metabolism, Guanine containing""","LC/MS Neg",74,1480,344.0402,"92823","15718-49-7","C06194","HMDB0011629","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37431,518,"N-methylproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Pos Early",100001956,1335,130.0863,"643474","475-11-6","","HMDB0094696","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37443,468,"cysteine sulfinic acid","Amino Acid","""Methionine, Cysteine, SAM and Taurine Metabolism""","LC/MS Pos Early",100002113,597,154.0169,"109","207121-48-0","C00606","HMDB0000996","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
37455,2240,"glycerophosphoethanolamine","Lipid","Phospholipid Metabolism","LC/MS Pos Early",100001620,659,216.0632,"123874","33049-08-0","C01233","HMDB0000114","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
37458,113,"N6-carboxyethyllysine","Amino Acid","Lysine Metabolism","LC/MS Polar",100001769,4124,217.1194,"23400779","3/2/46","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
37459,4890,"ergothioneine","Xenobiotics","Food Component/Plant","LC/MS Pos Early",100002154,850,230.0958,"5351619","58511-63-0","C05570","HMDB0003045","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
37467,4141,"""adenosine-2',3'-cyclic monophosphate""","Nucleotide","""Purine Metabolism, Adenine containing""","LC/MS Neg",72,1793,328.0452,"2024","37063-35-7","C02353","HMDB0011616","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37478,1576,"docosapentaenoate (n6 DPA; 22:5n6)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",100001580,5624.5,329.2486,"6441454","25182-74-5","C16513","HMDB0001976","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37496,538,"N-acetylputrescine","Amino Acid","Polyamine Metabolism","LC/MS Pos Early",192,2230,131.1179,"122356","18233-70-0","C02714","HMDB0002064","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
37501,4364,"gamma-tocotrienol","Cofactors and Vitamins","Tocopherol Metabolism","LC/MS Pos Late",100001981,1918,410.3179,"5282349","14101-61-2","C14155","HMDB0012958","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
37502,4363,"alpha-tocotrienol","Cofactors and Vitamins","Tocopherol Metabolism","LC/MS Pos Late",100001979,1986,424.3336,"5282347","58864-81-6","C14153","HMDB0006327","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
37506,3103,"palmitoyl sphingomyelin (d18:1/16:0)","Lipid","Sphingomyelins","LC/MS Pos Late",100002107,2168,703.5749,"9939941","6254-89-3","","HMDB0010169","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
37752,2014,"13-HODE + 9-HODE","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100002196,5275,295.2283,"5312830;1424;5282947;5282944;5282945","","""C14767,C14762""","""HMDB0004667,HMDB0004670""","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
38102,2159,"oleoyl ethanolamide","Lipid","Endocannabinoid","LC/MS Pos Late",1137,1661,326.3054,"5283454","11-58-0;111-58-0","","HMDB0002088","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
38125,3218,"4-cholesten-3-one","Lipid","Sterol","LC/MS Pos Late",100002227,2520,385.3465,"91477","601-57-0","C00599","HMDB0000921","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
38165,2162,"palmitoyl ethanolamide","Lipid","Endocannabinoid","LC/MS Pos Late",1489,1643,300.2897,"4671","544-31-0","C16512","HMDB0002100","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
38183,4628,"piperidine","Xenobiotics","Food Component/Plant","LC/MS Pos Early",100002398,2500,86.0964,"8082","110-89-4","C01746","HMDB0034301","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
38276,4769,"""2,3-dihydroxyisovalerate""","Xenobiotics","Food Component/Plant","LC/MS Polar",100002417,1050,133.0506,"677","1756-18-9","C04039","HMDB0012141","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
38286,4985,"oleanolate","Xenobiotics","Food Component/Plant","LC/MS Neg",100002313,5563,455.3531,"10494","508-02-1","C17148","HMDB0002364","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
38288,4358,"alpha-tocopherol acetate","Cofactors and Vitamins","Tocopherol Metabolism","LC/MS Pos Late",100002328,2702,490.4255,"2117","7695-31-2","C13202","HMDB0034227","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
38293,1637,"(12 or 13)-methylmyristate (a15:0 or i15:0)","Lipid","""Fatty Acid, Branched""","LC/MS Neg",100002344,5499,241.2173,"151014","2485-71-4","","HMDB0061707","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
38296,1648,"(16 or 17)-methylstearate (a19:0 or i19:0)","Lipid","""Fatty Acid, Branched""","LC/MS Neg",100002356,5993,297.2799,"3083779","2724-59-6","","HMDB0037397","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
38395,2030,"""12,13-DiHOME""","Lipid","""Fatty Acid, Dihydroxy""","LC/MS Neg",62,5137,313.2384,"10236635","263399-35-5","C14829","HMDB0004705","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
38399,2031,"""9,10-DiHOME""","Lipid","""Fatty Acid, Dihydroxy""","LC/MS Neg",179,5180,313.2384,"9966640","263399-34-4","C14828","HMDB0004704","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
38625,2163,"stearoyl ethanolamide","Lipid","Endocannabinoid","LC/MS Pos Late",100002254,1787,328.321,"27902","111-57-9","","HMDB0013078","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
38768,1642,"(14 or 15)-methylpalmitate (a17:0 or i17:0)","Lipid","""Fatty Acid, Branched""","LC/MS Neg",100002945,5695,269.2487,"8181;17903417","","C16995","HMDB0061859","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
39270,2834,"1-(1-enyl-palmitoyl)-GPE (P-16:0)*","Lipid","Lysoplasmalogen","LC/MS Pos Late",100003000,1558,438.2979,"","","","HMDB0011152","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
39271,2838,"1-(1-enyl-stearoyl)-GPE (P-18:0)*","Lipid","Lysoplasmalogen","LC/MS Pos Late",100003001,1649,466.3292,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
39321,4403,"protoporphyrin IX","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","LC/MS Pos Late",100000292,1417,563.2653,"4971","553-12-8;50865-10-5","C02191","HMDB0000241","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
39378,3516,"tauroursodeoxycholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100002912,5025,498.2895,"9848818","14605-22-2","","HMDB0000874","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
39577,59,"N-methyl-GABA","Amino Acid","Glutamate Metabolism","LC/MS Pos Early",100003152,2109,118.0863,"70703","1119-48-8","C15987","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
39583,3176,"mevalonate","Lipid","Mevalonate Metabolism","LC/MS Polar",30,1462,147.0663,"449","96949-03-0","C02104","HMDB0000227","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
39587,4570,"3-(4-hydroxyphenyl)propionate","Xenobiotics","Benzoate Metabolism","LC/MS Neg",100002914,1670,165.0557,"10394","501-97-3","C01744","HMDB0002199","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
39613,4677,"indoleacetylaspartate","Xenobiotics","Food Component/Plant","LC/MS Neg",100003110,1685,289.083,"6921620","2456-73-7","","HMDB38666","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
39626,4884,"enterolactone","Xenobiotics","Food Component/Plant","LC/MS Neg",100003070,4515,297.1132,"114739","78473-71-9","C18165","HMDB0006101","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
39630,4883,"enterodiol","Xenobiotics","Food Component/Plant","LC/MS Neg",100003072,4327,301.1445,"123725","80226-00-2","C18166","HMDB0005056","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
39730,2173,"N-stearoyltaurine","Lipid","Endocannabinoid","LC/MS Neg",100003240,5782,390.2684,"168274","63155-80-6","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
39791,4334,"pantethine","Cofactors and Vitamins","Pantothenate and CoA Metabolism","LC/MS Neg",100002991,3590,553.2371,"452306","16816-67-4","C12661","HMDB0003828","Up in cleared","Up in mFMT","Up in mFMT","Up in mFMT"
39835,2174,"N-palmitoyltaurine","Lipid","Endocannabinoid","LC/MS Neg",100003239,5560,362.2371,"14504290","83982-06-3","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
39994,1037,"valylleucine","Peptide","Dipeptide","LC/MS Pos Early",100003210,3138,231.1703,"352039","22906-55-4","","HMDB0029131","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
40007,58,"carboxyethyl-GABA","Amino Acid","Glutamate Metabolism","LC/MS Pos Early",100003260,2085,176.0917,"2572","3/2/86","","HMDB0002201","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
40008,853,"isoleucylglycine","Peptide","Dipeptide","LC/MS Neg",100003169,1992,187.1088,"342532","868-28-0","","HMDB0028907","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
40010,867,"leucylalanine","Peptide","Dipeptide","LC/MS Pos Early",100003179,2801,203.139,"81721","7298-84-2","","HMDB0028922","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
40020,892,"lysylleucine","Peptide","Dipeptide","LC/MS Pos Early",100003196,3370,260.1969,"4682588","7369-79-1","","HMDB0028955","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
