description	pathway	GF2_hFMT2A_S44	GF2_mjMb2B_input_S53	GF2_myFMT1_S56	GF3_AMS001_inoc1_S36	HF10_hFMT1_S68	HF9_hFMT2_S42	Healthy_cecalSeekatz26_S2	c21_1835_3_S30	c21_1836_2_S31	c21_1836_3_S110	c21_1837_1_S114	c21_1837_2_S143	c21_1837_3_S138	c21_1839_1_S139	c21_1839_2_S115	c21_1841_1_S137	c21_1901_3_S29	c21_1907_1_S69	cecal_1191_2_S134	cecal_1275_1_S135	cecal_1275_2_S136	cecal_19_1210_1_S77	cecal_19_1210_3_S80	cecal_19_1212_3_S84	cecal_d21_1199_2_S99	cecal_d21_1199_3_S100	cecal_d21_1200_1_S90	cecal_d21_1200_3_S94	cecal_d21_1200_4_S133	cecal_d21_1203_1_S89	cecal_d21_1203_4_S103	cecal_d21_1205_2_S88	cecal_d21_1205_4_S93	cecal_d21_1207_2_S97	cecal_d21_1207_3_S95	cecal_d21_1207_4_S102	cecal_d21_1209_3_S96	cecal_d25_2935_S59	cecal_d25_3739_S45	cecal_d25_5925_S43	cecal_d25_5942_S46	cecal_d28_429_S66	cecal_d28_448_S65	cecal_d28_5505_S67	cecal_d28_5520_S64	cecal_d42_1216_1_S92	cecal_d42_1216_2_S87	cecal_d42_1217_2_S91	cecal_d42_1223_5_S101	cecal_d42_1225_1_S98	cecal_d42_1225_2_S132	cecal_d46_2933_S48	cecal_d46_2949_S47	cecal_d46_2956_S58	cecal_d46_2966_S38	cecal_d46_3755_S49	cecal_d46_3765_S39	cecal_d46_3827_S57	cecal_d46_3_C18_C23836_S51	cecal_d46_4837_S52	cecal_d46_4914_S54	cecal_d46_5957_S50	cecal_d46_5964_S55	d0_1840_2_S112	d11_1203_1_S72	d11_1205_2_S75	d11_1840_1_S21	d11_1840_2_S24	d11_1840_3_S27	d11_1901Seekatz24_S1	d18_1835_1_S25	d18_1835_3_S22	d18_1836_2_S111	d18_1836_3_S105	d18_1836_4_S116	d18_1837_1_S142	d18_1837_2_S113	d18_1839_1_S108	d18_1839_2_S34	d18_1839_3_S109	d18_1840Seekatz18_S3	d18_1901_3_S26	d18_1907_1_S71	d19_1199_2_S79	d19_1199_3_S81	d19_1200_1_S83	d19_1200_2_S78	d19_1203Seekatz34_S6	d19_1203_1_S35	d19_1203_3_S32	d19_1205_2_S82	d19_1207_1_S85	d19_1207_4_S33	d21_2935_S37	d21_3739_S36	d21_429_S63	d21_448_S62	d21_5220_S61	d21_5505_S60	d21_5925_S40	d21_5942_S41	d4_1203_2_S131	d4_1205_2_S73	d4_1840_1_S140	d4_1840_2_S141	dGF2_hFMT1B_S117	dn7_1203_1_S74	dn7_1205_1_S76	dn7_1835_1_S23	dn7_1840_2_S106	dn7_1840_3_S107	healthy_cecal_1913_1_S28	healthy_cecal_1913_2_S70	humanDonor_exp2_S86	mouseFMT_exp1_S130
PWY-5100	pyruvate fermentation to acetate and lactate II	528.958	324.982	293.465	460.981	528.389	465.678	171.198	137.052	151.745	181.963	85.7098	74.1872	66.2034	157.564	91.9453	174.271	325.092	59.5524	151.758	92.8113	250.829	89.0686	80.7506	79.81	102.931	133.058	72.2211	85.5063	131.259	86.2468	40.4549	246.706	255.672	120.005	73.402	106.296	50.2236	284.961	141.702	183.138	206.165	217.002	142.173	188.242	125.126	227.121	197.304	183.451	72.1975	33.9102	57.4949	185.877	79.1092	180.915	154.966	127.49	214.568	245.256	257.56	288.255	342.378	314.661	238.375	2.89512	150.691	112.814	214.944	212.381	219.053	3.95531	190.052	162.979	238.555	164.297	214.317	171.37	226.705	171.14	179.615	153.329	248.038	318.662	212.074	122.12	127.26	65.0831	65.5215	74.4142	105.015	107.317	64.9563	64.714	64.8081	176.554	119.787	111.247	156.825	142.758	209.038	211.502	217.551	195.563	30.5395	142.424	161.326	508.099	137.55	228.743	273.636	242.922	213.506	143.765	303.87	131.149	175.581
PWY-5101	L-isoleucine biosynthesis II	1.33659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73234	0	0	0	0	0	0	0	0	0
PWY-5103	L-isoleucine biosynthesis III	675.153	312.69	287.566	675.893	784.271	705.775	260	396.304	387.054	409.223	428.134	377.909	402.061	552.674	527.301	380.763	368.404	435.271	539.886	196.292	260.651	547.3	520.575	573.452	260.007	315.837	317.451	219.773	320.991	577.448	736.639	316.908	285.652	558.744	573.134	616.366	167.831	424.647	376.945	355.154	369.716	404.486	515.443	387.921	498.332	582	607.639	671.8	336.176	323.973	387.327	294.327	217.621	394.318	556.695	422.818	373.587	396	291.456	331.061	316.246	284.107	337.954	0.832657	494.34	591.7	503.411	496.852	541.203	0	369.468	368.27	399.136	350.942	435.672	421.244	361.264	523.744	485.307	575.294	285.353	391.386	414.975	396.955	354.21	289.385	297.591	548.57	579.641	498.174	315.138	549.004	606.175	509.328	495.062	598.166	538.177	568.828	425.106	429.851	431.659	485.362	836.851	654.548	602.984	632.501	216.641	391.019	403.302	287.338	354.285	274.646	340.718	534.015	330.417
PWY-5104	L-isoleucine biosynthesis IV	0	0.880785	0	0.878903	0.871281	0	0	3.07528	11.7182	10.016	0	0	0	0	0	12.8374	0.606281	12.5519	0	0	0	26.722	36.8367	16.8821	0	18.8975	0	0.614269	0	44.1912	26.5673	0.999779	0	35.6319	20.9031	38.6947	0	0.990122	0	1.02985	0	0.981538	0	3.03842	0	158.475	93.8625	51.247	12.0269	0	0	0.924079	0	0.389061	9.05001	0	1.10654	0	0	7.21044	5.34143	0	0.68445	0	0	15.6194	0	0	0.764922	0	5.27208	5.16833	5.98987	10.1161	7.81898	0	0.564827	0	0.844329	0	0	1.22702	24.5773	2.60597	33.6785	1.70408	0	36.5735	27.4839	87.3838	5.09119	19.9306	34.0708	0	0	0	0	0	2.73027	0	0.214999	81.1926	0	1.66671	2.0606	0	0.875357	3.51436	2.22453	0	26.2924	0.439433	0	17.4856	0
PWY-5121	geranylgeranyl diphosphate biosynthesis II (via MEP)	38.9279	23.758	78.6689	117.714	49.6695	93.3459	10.214	194.146	212.215	215.241	374.365	454.616	409.832	9.0793	2.55578	201.948	20.6338	162.715	3.35258	2.45433	0.400539	27.6341	36.7539	35.0949	152.038	154.758	139.906	139.021	162.886	34.3284	38.7304	5.68049	1.91861	27.3041	19.2966	27.2799	7.38121	175.331	310.449	145.354	117.024	135.867	6.25295	152.61	0	105.712	123.887	146.79	224.164	41.6477	68.448	12.306	12.1889	70.3396	4.85	10.2097	323.276	8.62865	22.3045	5.6829	2.82601	27.3383	68.3406	0	120.593	91.8578	97.1992	97.0496	104.086	0	229.171	207.334	197.903	205.336	180.769	362.703	354.844	7.655	6.56596	21.0213	10.1684	20.5796	77.2962	81.9088	104.327	121.239	166.913	65.3042	105.227	89.3358	0	37.5314	32.047	208.919	177.718	6.23929	8.38456	8.87563	173.191	104.683	82.9963	81.852	3.82105	69.4502	89.9262	33.8467	25.3337	13.443	9.74866	9.7861	27.9971	5.81984	20.6367	41.7173	14.8386
PWY-5130	2-oxobutanoate degradation I	7.67458	88.9647	44.6672	8.99967	3.9058	9.65611	65.7309	30.9668	18.1701	21.4663	7.97257	2.02311	2.5594	0	1.91405	68.0634	65.8001	42.8894	0	0	38.2528	13.766	9.83415	6.8019	4.26343	6.29688	3.94817	7.6235	8.81657	3.57387	0.82846	28.9838	34.2995	0	0.977981	0	4.12892	14.9867	1.81174	35.5166	32.0128	42.1493	0.43502	45.0369	0	3.24806	2.681	0.384415	9.65478	5.67588	17.872	86.9577	3.07537	0	26.5019	0	15.8834	33.9913	121.15	35.8739	41.5539	43.9537	46.2557	0	0	0.427548	0	0	0	0	27.38	34.0748	24.9477	22.1168	22.4916	6.01193	8.37757	2.8594	3.25144	0	26.8148	69.3325	35.6835	3.15857	7.25326	2.40675	0.608482	2.05895	1.28484	0.769952	46.2302	0	0	1.1253	6.85433	0	0	0.528456	40.8672	41.0875	48.987	18.8053	1.13898	0	0.405869	8.32801	48.9474	142.16	84.3547	37.1473	54.4161	10.637	43.22	0.509189	69.5182
PWY-5136	fatty acid beta-oxidation	15.0844	2.30363	23.5399	8.98831	6.69428	7.70949	2.4895	18.3542	39.9075	31.7842	0	0.540262	0.864814	4.58354	1.25406	39.0649	11.6355	23.407	5.53179	1.15254	5.29895	88.1013	116.036	98.7528	5.26785	45.233	2.49449	6.02249	8.1382	113.453	118.272	7.76393	4.01506	91.3531	63.4355	112.055	4.62789	5.91717	8.73083	7.37304	3.74775	12.3284	27.8542	14.6423	6.47701	284.858	338.501	394.966	43.8097	5.8325	20.6319	7.74599	0	154.075	6.79312	2.77503	3.3878	0	3.65711	16.7706	17.9976	2.88164	11.711	0	325.155	211.712	242.73	232.375	245.663	0	21.8194	21.6225	40.4729	30.1321	43.63	4.56212	6.33884	2.78418	3.31176	18.8945	13.5918	13.0593	53.9572	10.9757	79.4715	3.31244	3.32754	202.222	337.178	279.783	7.48424	127.077	71.158	13.9681	11.3614	16.6335	16.7084	20.1637	17.4453	5.86433	7.76959	223.748	1.18803	246.129	317.939	14.7866	11.2753	8.11922	6.21449	2.72064	30.6865	4.26884	8.00939	100.215	6.27718
PWY-5138	fatty acid beta-oxidation	0.251103	0	0	0.445675	0	0	0	4.68699	7.73672	2.50928	0	0	0	0	0	21.8436	0.29547	7.42792	0.367259	0	0	19.241	22.5966	25.1192	0	8.19588	0	0	0	17.735	17.7731	0.363048	0	9.53028	8.27922	14.5315	0	0	0	0	0	2.19953	0	0.599615	0	57.3934	68.7577	83.8801	3.7256	0	0	0	0	34.0784	9.75512	0	4.74575	0	0	8.72608	5.86462	0	0	0	77.2601	47.2809	55.7152	53.629	56.5361	0	9.58589	9.52078	15.8658	6.50529	10.4806	0	0	0	0	0	0	0.418363	30.7108	0.594946	14.9345	0	0	34.5275	61.4289	50.0178	0.951502	18.5478	9.72858	0	0	0	0	0	1.59574	0	0	50.5664	0	35.6511	52.1716	0	0	0	0	0	14.3436	0.186365	0	15.2151	0
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	74.2444	69.612	151.53	78.7131	76.3753	102.248	124.805	153.642	183.001	178.238	177.888	133.226	149.36	260.795	235.981	163.282	122.157	104.002	216.935	50.348	211.037	187.633	202.029	159.599	157.001	226.68	170.676	137.369	215.066	166.625	167.568	203.421	191.725	175.237	160.552	191.606	124.974	277.677	195.738	185.038	187.337	198.319	253.304	186.908	212.372	323.125	353.694	376.119	145.331	69.6042	134.399	166.435	118.875	214.629	237.014	222.934	216.475	200.746	193.722	190.12	214.434	193.625	180.878	0	305.594	254.908	294.249	275.829	300.968	0	188.667	173.666	209.015	143.026	207.614	213.305	210.256	313.219	302.96	273.985	119.079	140.496	206.072	237.914	244.764	131.208	120.566	203.389	266.142	224.831	74.4082	162.446	104.212	259.436	190.812	209.844	234.697	238.212	243.643	244.214	234.371	232.924	35.7787	270.306	255.562	75.9803	78.9748	173.1	138.716	106.625	123.695	25.8608	127.099	214.507	170.232
PWY-5156	fatty acid biosynthesis II (plant)	6.05683	0	0	6.33868	7.91722	5.11161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44356	0	0	0	0	0	0	0	0	0
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29537	0	0	0	0	0	0	0.365506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974133	0	0	0	0	0	0	0
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	286.892	59.4882	33.9451	234.773	252.411	227.804	35.9471	55.1022	132.018	103.461	134.298	62.2359	91.0662	141.978	149.765	70.7236	96.2651	28.6084	54.4672	60.424	44.92	83.8562	81.8029	82.6084	48.2851	122.741	68.4789	39.6924	63.1405	207.089	188.702	40.8848	34.6284	186.201	176.7	204.54	41.0141	163.037	70.3513	87.0667	99.2091	89.0186	100.705	84.1158	54.0402	421.656	459.462	487.724	67.291	51.9495	77.6946	28.7395	32.011	285.309	75.1105	45.1404	96.9614	109.154	80.5459	93.3409	110.937	103.329	81.3554	0	375.57	487.668	381.658	374.656	419.446	0	81.0663	64.9814	121.847	78.8146	121.059	84.185	117.476	127.888	132.016	179.177	157.361	115.181	90.1081	112.096	117.764	45.4703	31.1519	190.462	288.371	226.767	16.1689	139.208	63.3855	109.293	73.5074	71.5362	77.3342	88.5243	109.335	136.289	109.372	235.58	12.3993	198.481	208.172	276.806	22.8642	39.8557	92.2754	44.9089	77.917	52.7738	47.0349	143.433	30.5586
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	3.63962	0	0	7.87566	8.25871	7.09274	2.81831	1.10047	7.44478	5.01872	0	0	0	0	0	15.4667	3.5149	9.53085	0	0	0	30.9526	37.4453	30.5671	1.6075	17.0859	0.921395	2.72399	4.65097	47.8319	45.8277	5.16004	0.826446	33.8074	21.6774	44.0305	0	0.947023	0	0	0	0	0	0.698071	0.370293	177.28	211.454	248.999	18.0978	2.27414	21.2159	0	0	111.109	9.3302	0	2.08289	2.34797	0	5.17644	7.13328	0	0	0	208.048	138.45	153.137	145.188	162.072	0	2.90982	2.26555	7.38667	3.45678	8.90927	0	0	1.00224	0	0	1.77807	1.96917	18.6663	2.55126	34.5907	0.296013	0	67.4646	143.608	114.947	4.27654	51.6833	23.0964	0.362133	0	0	0	0	2.0739899999999998	0	0	124.703	0	93.1279	125.345	3.87602	0	0.616936	0	0	12.0887	0	3.2573	38.667	0
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	0	0	24.0695	3.11966	5.11612	4.5413	3.8249	30.6159	23.3581	13.9218	4.08515	0	6.90732	73.8749	28.2309	84.6232	0	14.4379	0	0	0	4.98322	4.99758	0	21.8445	9.7759	0	0	3.81145	0	0	0	9.64017	0	0	0	0	56.2858	122.699	26.6082	23.9961	23.9002	74.4406	20.0254	25.1499	0	0	0	3.47022	0	2.40274	2.73975	0	0	81.0093	0	118.009	135.835	0	47.2261	59.4932	68.7569	55.3944	0	0	0	0	0	0	0	97.8057	60.3665	65.9004	33.7383	51.2121	102.042	22.8198	105.523	97.0392	84.8276	0	0	56.558	11.3599	13.9684	0	0	0	0	0	0	0	0	103.048	66.5305	25.9792	36.0942	39.4765	46.5389	38.4548	40.1021	0	0	0	0	1.71249	0	0	0	0	6.49564	6.72069	13.0228	26.9113	0
PWY-5345	L-methionine biosynthesis (by sulfhydrylation)	60.1802	17.5628	40.0071	9.90038	15.6245	15.2544	16.0235	26.8406	109.926	123.918	0	0	0	13.1245	10.366	94.8664	37.6956	74.343	20.4209	8.77352	11.4907	164.939	197.252	138.559	47.6888	116.387	17.0215	7.94614	9.67414	187.687	178.101	21.115	16.6581	141.211	109.288	184.945	0	56.2713	21.1056	20.1006	45.2315	61.9622	42.8172	93.0387	73.9477	271.618	317.195	328.192	66.5829	1.6801	4.36588	33.2739	0	164.587	40.4236	6.32167	11.2434	0	28.9908	47.5642	47.9335	25.5866	15.0037	0	237.754	243.013	226.871	225.266	248.169	0	28.0135	50.2413	131.683	95.5576	86.1502	0	23.8481	32.089	6.71749	0.92601	26.823	36.2738	99.0707	52.9167	166.743	13.5037	0	213.948	253.522	228.329	29.0315	178.554	114.954	36.0537	56.5865	45.5723	66.9732	53.7865	51.5537	35.1787	44.6019	252.288	7.681	232.302	206.705	49.8818	9.97892	23.9985	33.8108	58.731	85.471	16.1227	40.3604	165.667	8.75461
PWY-5347	L-methionine biosynthesis (transsulfuration)	14.9934	2.16078	0	13.6006	18.1843	9.2286	0	8.73811	20.6454	11.4645	0	0.776569	0	0	0	57.6331	2.54704	33.0512	0.913459	6.96288	5.0674	64.8314	81.9759	62.9219	0	41.7332	4.39885	6.59839	0	79.2696	78.1279	0	0	58.2834	40.5619	73.0018	0	2.11318	0	0.622523	1.05412	1.86786	0	2.42715	0	220.353	274.806	315.289	31.0512	0	0.643649	0	0	170.625	16.6735	0	9.31642	0	0	14.7402	16.2304	0	1.00129	0	273.751	177.152	222.736	216.423	228.882	0	14.1557	6.75198	30.3492	16.677	18.6168	0	1.39346	0	0.535784	0	0	1.10426	63.7439	2.70352	65.151	0	0	155.671	224.051	185.686	9.28891	85.5984	48.7814	0	0	0	0	0	4.31314	0	0	205.451	0	162.866	211.183	24.9174	1.19988	5.39103	4.26807	1.81708	46.3058	1.98779	0	73.1656	0
PWY-5367	petroselinate biosynthesis	47.0469	0	0	16.218	26.4801	21.3312	0	0.899783	2.78137	1.13007	0	0	0	0	0	6.58078	0	2.94323	0	0	0	9.03507	15.9392	8.1165	0	4.95258	1.18267	0	0	14.6701	17.257	0	0	14.3563	5.43147	15.9217	0	0	0	0	0	1.3693	0	0	0	55.223	79.6704	82.9738	3.74946	0	0	0	0	36.8195	2.14377	0	0	10.7093	0	2.01613	0.989655	0	0	0	71.4376	44.6685	62.8602	52.7781	59.1454	0	1.32808	1.03448	2.73578	1.90254	3.87729	0	0	0	0	0	0	0	7.26388	0	9.73007	0	0	34.7459	54.5183	52.0937	2.29899	12.2654	14.0836	0	0	0	0	0	1.98572	0	0	48.3189	0	29.7472	48.0767	44.0496	0	0	0	0	20.247	0	0	15.5526	0
PWY-5384	sucrose degradation	226.17	22.1958	91.3668	186.254	233.914	195.387	10.8556	106.327	120.298	138.155	156.082	168.615	176.33	251.514	294.986	111.183	19.3046	142.036	11.3	7.13748	17.5201	203.081	201.207	161.167	88.8428	94.7176	72.2152	94.2411	81.6787	67.1149	62.3993	19.0083	10.4156	53.4034	42.2752	67.7669	10.0409	158.905	226.587	93.2602	81.1193	115.996	313.126	116.904	356.998	218.302	248.522	262.036	146.401	80.5129	105.818	161.467	107.813	140.963	235.796	9.22756	262.755	278.242	92.4403	74.88	84.0675	51.2714	88.9336	0.720847	216.26	146.029	163.258	151.765	178.391	0	98.0609	95.9435	129.9	136.678	104.152	132.595	181.194	225.012	217.057	240.872	8.96825	15.4815	82.7476	59.0772	108.108	77.534	99.5103	124.012	196.912	157.689	17.2504	78.9517	38.8556	299.613	318.046	380.853	337.024	356.218	117.763	97.4144	75.3707	165.423	16.5118	151.103	169.016	235.629	27.1004	16.0601	17.2923	16.9278	25.5718	9.72495	23.8603	91.1897	20.6962
PWY-5392	TCA cycle	3.213	1.46899	0	3.20291	5.75508	4.3919	0	3.89846	4.45008	0.263024	0	0	0	0	0	3.39823	6.13021	0	0	0	5.34064	1.93285	3.77601	10.2245	0	0.631336	0	0	0	0	0	4.12955	1.82584	0	0	0.777696	0	5.43276	0	1.19756	0	0.813837	5.70584	1.63149	0	7.61013	0	0	0.534775	0	0	2.73711	0	0	0	0	4.77726	0	0	1.81655	0.578333	1.05147	0	0	0	0	0	0	0	0	3.21187	4.04586	5.06168	2.8942	4.08215	0	0	0	0	0	5.32623	7.50621	5.73985	0	2.43343	0	0	0	0	0.609297	0	0	0	0	0	3.07008	3.32624	5.0028	2.65649	1.7504	2.18434	3.06389	0	0	0	0	3.60236	2.69838	3.0209	0	1.762	1.91514	0	0.59365	0
PWY-5415	catechol degradation I (meta-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04176	0	0	0	0	0	0	0.206266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425224	0	0	0	0	0	3.10285	0
PWY-5464	TCA cycle	8.99895	0	0	0.926657	0	0	0	0	3.03086	1.39735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56876	0	0	0	8.67135	3.29352	0	0	3.64881	0	0	0	4.41254	0	0	0	0	0	0	0	122.344	53.4069	28.6668	0	0	0	0	0	0	0	0	0	0.311131	0	0	0	0	0	0	0	8.64204	0	0	0	0	0	0	0	0	3.65082	0	2.72467	1.93933	3.75709	0	0	0	0	0	4.26403	0	0	5.24357	5.13921	2.06534	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68017	0	0	0	0	0	0	0	0	0	2.76691	0
PWY-5484	glycolysis II (from fructose 6-phosphate)	247.712	208.922	426.376	251.368	337.097	283.037	251.235	181.64	137.418	190.603	145.645	153.748	150.735	324.994	276.966	234.26	328.447	266.695	344.262	228.078	416.441	357.643	347.754	325.812	270.679	265.015	207.096	233.079	299.254	337.607	311.239	290.989	241.109	269.217	173.024	315.815	113.702	293.488	234.73	198.903	172.228	191.677	152.664	203.504	141.766	403.484	443.27	476.944	180.95	120.455	207.637	290.446	215.56	308.572	435.412	117.742	277.323	297.902	291.381	283.785	313.892	271.976	231.694	1.71826	386.406	378.602	382.966	378.321	409.949	0	195.634	240.983	257.646	196.522	283.262	134.473	157.796	369.529	337.022	358.444	197.474	360.711	347.124	306.277	302.758	159.628	148.271	316.123	355.424	335.204	370.937	223.603	243.075	250.31	281.805	238.683	200.219	200.177	202.72	233.904	223.709	431.225	173.882	337.474	358.484	213.497	244.658	352.8	352.082	291.067	274.594	186.152	311.972	283.55	339.594
PWY-5494	pyruvate fermentation to propanoate II (acrylate pathway)	4.26468	1.46086	0.574945	2.01689	2.2194	3.31614	1.54213	0	0	0	0	0	0	0	0	0	5.88634	0	0	0	0.910256	0	0	0	0	0	0	0	0	0	0	3.08088	0.685127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52953	6.2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7817	0.932211	0.765088	2.35271	3.68282	3.58195	1.35721	2.89674	2.76878	0.796446
PWY-5497	purine nucleobases degradation	7.96914	17.2114	11.7019	14.7966	9.92372	19.4634	9.71175	56.9862	52.7925	29.9689	4.33128	2.96212	4.37141	19.9875	40.9486	61.1443	14.9148	63.17	3.08635	0	7.71914	109.401	118.038	140.86	40.1173	59.6847	37.589	22.8972	46.4337	66.0136	57.3929	9.90798	8.53645	98.9779	46.8445	91.8676	0.709091	17.9586	24.721	30.6544	19.9315	45.2879	91.6978	43.0632	109.432	106.354	121.185	140.994	70.9117	27.8231	31.3144	14.675	0	60.9102	54.78	1.46721	61.495	12.0561	16.4382	33.2345	42.7134	21.1538	11.2459	0	108.873	79.1468	84.0102	85.62	88.5071	0	49.7707	63.8442	55.9953	43.0891	55.7528	3.55017	12.0772	157.015	170.591	64.4443	9.39702	14.874	87.3715	67.915	80.8737	27.8681	15.6215	84.8871	113.881	143.622	13.1063	46.5146	60.1675	19.3024	22.4102	56.3267	84.2995	47.0877	45.2487	27.4952	20.5358	87.996	2.12821	77.2694	105.017	5.9077	3.00531	7.86199	17.1068	9.51163	30.4512	0.104752	10.0305	46.5871	8.91207
PWY-5505	L-glutamate and L-glutamine biosynthesis	22.5583	31.7288	56.6043	48.4011	25.9426	68.039	43.3036	46.8285	32.0123	36.2203	20.1102	32.1027	31.3455	1.39382	5.2041	26.0335	57.3844	4.82211	82.1596	1.91527	47.1898	30.9666	26.6062	26.3444	33.4127	38.8135	24.3097	22.4582	48.8528	0	4.67655	75.5546	74.0001	47.8403	19.6281	46.6447	17.6737	25.3541	18.968	10.6587	20.1459	28.2556	40.7482	26.7268	47.0627	3.70813	1.05959	0	20.2836	3.14107	12.9367	68.0035	41.3122	0	46.7873	6.91642	12.9659	35.9582	88.853	21.5117	22.4423	12.6077	12.7175	0	0	0	0	0	0	0	33.4392	48.8354	37.3409	26.9849	30.8869	43.5689	47.1027	21.5628	24.4135	5.28129	44.0821	65.4923	27.697	40.8658	49.4508	9.33276	4.91	0	0.237588	0.240209	11.0673	0	7.97267	29.0502	29.488	37.2467	63.9612	61.3143	42.971	30.2557	12.0697	9.95598	0	0	0	2.89222	43.9639	72.7406	50.686	40.6	66.4159	18.1188	51.5825	61.5051	67.4965
PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	0	0	0	0.712567	0	0	0.622488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5531	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981233	0	0	0	0	5.06008	0	2.98563	0	1.97728	1.03182	0	0	0	0	0.944597	0.632427	0	0	0.879254	0	1.64885	6.93909	0	0	0	0	0	0	0	0	0	3.60346	0	0	1.26986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829217	0	0	1.22081	0	0	0	0	0	0	0	0	3.45368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.459304	0.857582	0	7.57442	0	0	0	0
PWY-561	glyoxylate cycle	0	0	0	1.06601	0	0.589076	0	5.21687	21.3687	9.38267	0	0	0	0	0	33.8092	1.06263	15.6804	0.968594	0	1.25669	51.1136	53.608	60.4804	0	30.1892	0	0	0	63.8564	69.796	0	2.01052	53.4418	31.014	80.3326	0	0.816983	0	0	0	2.80794	1.76656	2.1921	0	195.121	241.949	268.997	23.8315	1.64139	2.13248	0	0	121.14	10.0903	0	2.27083	0	0	15.4018	13.8911	0	0	0	210.914	143.777	170.25	166.578	185.669	0	12.8387	11.4512	18.5197	11.7582	30.9849	0	0	0	1.38202	0	0	0	39.218	4.2294	46.968	0	0.952609	101.417	171.728	143.362	10.7635	68.1384	30.3527	0	0	0	0	0	3.99669	0	0.730752	168.237	0	112.977	154.424	0	0	1.73521	0.529831	0	28.6612	0	0	58.9877	0
PWY-5656	mannosylglycerate biosynthesis I	0	0	0	0.356903	0	0	0	1.89549	6.20037	2.78294	0.593803	0	0	0	0	16.0223	0.420088	7.1332	0.466745	0	0.263966	19.2605	28.6643	26.6997	0	9.45405	0.324694	0	0	34.4449	34.4444	0.508989	0.347524	27.0289	19.3447	32.2125	0	0	0	0	0	0.819405	0.639525	4.45614	0	126.484	160.405	181.496	8.73957	0	0.531025	0	0	72.2909	1.11228	0	2.87104	0	0.273365	2.99939	1.40294	0	0	0.20293	148.31	97.3409	103.512	105.454	115.797	0	3.39063	1.54735	10.758	3.35517	7.49093	0	0	0.620497	0.116604	0	0	0.944549	21.4822	1.36023	22.6328	0.308766	0	67.2202	107.787	92.2693	5.94109	39.1969	20.2335	0	0.386791	0	0	0	0.344355	0	0.257663	103.855	0	81.6772	105.014	0	0	0.619232	0	0	9.94927	0	0	27.5849	0
